ID,Type,SKU,Name,Published,Is featured?,Short description,Description,In stock?,Stock,Low stock amount,Sale price,Regular price,Categories,Tags,Images,Brands,Meta: _headstart_post,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: post_views_count
8129,simple,SKU85529,Portable Camera Max,1,0,,High-quality portable camera max designed for optimal performance and durability.,1,8,12,848.03,1057.21,Health & Beauty,"Eco-Friendly, Premium, Vintage",https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,HydroFlask,1,Color,"Blue, Green, Brown, Red",1,1,Capacity,"1L, 500ml, 1.5L",1,1,141
8130,simple,SKU65475,Vintage Style Chair,1,0,,High-quality vintage style chair designed for optimal performance and durability.,1,61,12,,1087.25,Rocking Chair,"Bluetooth, Eco-Friendly",https://images.unsplash.com/photo-1585386959984-a4155224a1ad,Hatil,1,Material,"Wood, Silk",1,1,,,,,767
8131,simple,SKU88028,Contemporary Lamp,1,0,,High-quality contemporary lamp designed for optimal performance and durability.,1,140,5,1258.84,1679.16,Home & Garden,"Eco-Friendly, Luxury, Premium",https://images.unsplash.com/photo-1584917865442-de89df76afd3,GreenThumb,1,User Group,"Kids, Adult",1,1,Color,"Blue, Green, Black, Pink",1,0,88
8132,simple,SKU16481,Wireless Headphones,1,1,,High-quality wireless headphones designed for optimal performance and durability.,1,129,6,1043.4,1652.44,Headphone,"Stereo, Modern",https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Adidas,1,,,,,,,,,902
8133,simple,SKU60697,8-Speed Bike,1,1,,High-quality 8-speed bike designed for optimal performance and durability.,1,142,18,913.03,1211.97,Bicycle,"Eco-Friendly, Premium",https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,JBL,1,,,,,,,,,428
8134,simple,SKU65162,Smart Tablet Plus,1,1,,High-quality smart tablet plus designed for optimal performance and durability.,1,151,20,676.57,849.76,Sweater > Hoodie,,https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,Philips,1,User Group,"Kids, Men, Unisex, Women",1,1,,,,,467
8135,variable,SKU51220,Casual Shirt,1,0,,High-quality casual shirt designed for optimal performance and durability.,1,174,17,600.81,925.41,Clothing,"USB, Professional, Wireless",https://images.unsplash.com/photo-1584917865442-de89df76afd3,GreenThumb,1,,,,,,,,,842
8136,simple,SKU75856,Stainless Steel Blender,1,0,,High-quality stainless steel blender designed for optimal performance and durability.,1,97,11,1217.14,1556.08,Kitchen,"USB, Bass",https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,Remax,1,Capacity,"330 ml, 1L",1,0,Size,"L, XXXL, XXL, 26""",1,0,618
8137,simple,SKU14054,Portable Camera Max,1,0,,High-quality portable camera max designed for optimal performance and durability.,1,35,20,,1357.18,Sweater > Hoodie,"Vintage, Hi-Fi, Luxury",https://images.unsplash.com/photo-1584917865442-de89df76afd3,KeyTech,1,Color,"Yellow, Purple, Green, White, Gray",1,0,,,,,919
8138,simple,SKU41438,Contemporary Chair,1,1,,High-quality contemporary chair designed for optimal performance and durability.,1,88,16,808.44,1043.46,Home & Garden,,https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,Hatil,1,Size,"XL, M, 12"", XXL",1,0,,,,,244
8139,variable,SKU82143,Hi-Fi Headphones,1,1,,High-quality hi-fi headphones designed for optimal performance and durability.,1,58,17,,976.26,Headphone,"Professional, Bluetooth",https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Canon,1,Material,"Ceramic, Rubber, Leather",1,0,User Group,"Women, Men, Boys & Girls, Unisex",1,1,289
8140,simple,SKU57365,Wireless Headphones,1,0,,High-quality wireless headphones designed for optimal performance and durability.,1,181,5,,869.32,Headphone,7.1 D,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,Nikon,1,Size,"M, 28"", L",1,1,Capacity,"500ml, 1L, 330 ml",1,0,613
8141,simple,SKU62146,Casual Dress,1,1,,High-quality casual dress designed for optimal performance and durability.,1,179,12,,1020.61,Clothing,"Stereo, USB",https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Casio,1,Material,"Metal, Ceramic",1,1,User Group,"Kids, Women, Adult, Men",1,0,790
8142,simple,SKU36266,Athletic Yoga Mat,1,1,,High-quality athletic yoga mat designed for optimal performance and durability.,1,184,12,386.57,441.21,Sports & Fitness,"Bass, USB",https://images.unsplash.com/photo-1585155770447-2f66e2a397b5,Yamaha,1,Capacity,"500ml, 1L, 2L, 1.5L",1,1,User Group,"Adult, Boys & Girls",1,1,44
8143,simple,,Hi-Fi Headphones,1,0,,High-quality hi-fi headphones designed for optimal performance and durability.,1,78,8,1416.47,1837.66,Headphone,USB,https://images.pexels.com/photos/1630344/pexels-photo-1630344.jpeg,Sony,1,Color,"Pink, Black, Blue, Purple",1,0,,,,,269
8144,simple,SKU46166,Vintage Rug Style,1,0,,High-quality vintage rug style designed for optimal performance and durability.,1,175,5,,1974.86,Home & Garden,"Modern, Vintage",https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Canon,1,User Group,"Kids, Women",1,0,,,,,6
8145,simple,SKU55515,Premium Camera System,1,0,,High-quality premium camera system designed for optimal performance and durability.,1,104,7,250.95,335.76,Health & Beauty,,https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Yamaha,1,,,,,,,,,41
8146,simple,SKU95480,Portable Camera Max,1,0,,High-quality portable camera max designed for optimal performance and durability.,1,107,12,524.01,783.55,Sweater > Hoodie,7.1 D,https://images.pexels.com/photos/19090/pexels-photo.jpg,Wilson,1,Color,"Purple, Blue",1,0,Capacity,"1L, 2L, 330 ml, 500ml",1,1,798
8147,simple,SKU70303,Wireless Charger Pro,1,0,,High-quality wireless charger pro designed for optimal performance and durability.,1,66,6,,299.4,Accessories,"Hi-Fi, Eco-Friendly, 7.1 D",https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,FitTech,1,Material,"Glass, Wood, Ceramic, Cotton",1,1,Capacity,"330 ml, 2L",1,0,746
8148,simple,SKU21023,Designer Jacket,1,0,,High-quality designer jacket designed for optimal performance and durability.,1,76,14,689.02,825.19,Clothing,,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,BrightLife,1,,,,,,,,,930
8149,simple,SKU99219,Digital Tablet HD,1,1,,High-quality digital tablet hd designed for optimal performance and durability.,1,190,15,105.75,124.16,Automotive,Stereo,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,FitTech,1,Material,"Wood, Ceramic, Plastic, Glass, Rubber",1,0,User Group,"Kids, Men, Boys & Girls, Unisex",1,0,231
8150,simple,SKU31587,Contemporary Lamp,1,0,,High-quality contemporary lamp designed for optimal performance and durability.,1,22,15,47.94,57.82,Home & Garden,,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,Hatil,1,,,,,,,,,557
8151,variable,SKU63506,Portable Speaker Max,1,0,,High-quality portable speaker max designed for optimal performance and durability.,1,59,17,284.81,387.29,Pet Supplies,Hi-Fi,https://picsum.photos/700/700,Bose,1,,,,,,,,,817
8152,simple,SKU49451,Leather-Clad Leisure Chair,1,1,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,107,9,969.44,1502.74,Rocking Chair,Professional,https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,Hatil,1,,,,,,,,,418
8153,simple,SKU91301,Wireless Speaker Pro,1,0,,High-quality wireless speaker pro designed for optimal performance and durability.,1,192,8,878.11,1125.96,Accessories,"Premium, Stereo",https://images.unsplash.com/photo-1585155770447-2f66e2a397b5,Samsung,1,Size,"28"", M, XXL, L, S",1,1,,,,,862
8154,grouped,SKU98490,14-Speed Bike,1,0,,High-quality 14-speed bike designed for optimal performance and durability.,1,8,18,214.4,309.57,Bicycle,"Bass, Stereo",https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,KeyTech,1,Color,"Blue, Pink, Red, Gray, Green",1,1,,,,,489
8155,simple,SKU26621,Premium Speaker System,1,0,,High-quality premium speaker system designed for optimal performance and durability.,1,49,7,,1181.73,Office Supplies,"Stereo, Bass",https://images.unsplash.com/photo-1542291026-7eec264c27ff,Remax,1,Material,"Ceramic, Rubber, Leather, Metal, Wood",1,1,,,,,633
8156,variable,,Portable Headphones Max,1,0,,High-quality portable headphones max designed for optimal performance and durability.,1,131,6,1174.39,1669.42,Toys & Games,,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Brothers,1,User Group,"Adult, Unisex, Men, Women, Boys & Girls",1,0,,,,,974
8157,simple,SKU63595,Premium Pan Collection,1,0,,High-quality premium pan collection designed for optimal performance and durability.,1,176,6,37.38,52.11,Kitchen,,https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,Philips,1,Capacity,"1L, 330 ml, 500ml, 1.5L",1,0,User Group,"Kids, Women, Adult, Boys & Girls",1,0,426
8158,simple,SKU88478,Digital Smartwatch HD,1,0,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,183,20,,1403.67,Office Supplies,"7.1 D, Stereo, Wireless",https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Bose,1,Size,"24"", S, XXL, 28"", M",1,0,User Group,"Boys & Girls, Unisex",1,0,155
8159,variable,SKU82793,Digital Headphones HD,1,0,,High-quality digital headphones hd designed for optimal performance and durability.,1,127,20,,535.16,Accessories,"Luxury, Professional, USB",https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,HydroFlask,1,,,,,,,,,15
8160,grouped,,Wireless Smartwatch Pro,1,0,,High-quality wireless smartwatch pro designed for optimal performance and durability.,1,27,9,152.12,235.91,Pet Supplies,,https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,Spalding,1,Size,"24"", M",1,1,Color,"Black, White",1,1,823
8161,simple,SKU17076,Wireless Headphones Pro,1,0,,High-quality wireless headphones pro designed for optimal performance and durability.,1,88,13,1048.48,1475.07,Sweater > Hoodie,"Wireless, Vintage, Professional",https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,HP,1,Color,"Green, White, Red, Brown, Purple",1,1,Size,"XXXL, L, 12""",1,1,274
8162,simple,SKU68163,Vintage Mirror Style,1,0,,High-quality vintage mirror style designed for optimal performance and durability.,1,192,7,1330.43,1951.97,Home & Garden,"Premium, Vintage",https://images.pexels.com/photos/90946/pexels-photo-90946.jpeg,GreenThumb,1,Material,"Silk, Plastic, Glass",1,0,Size,"12"", S",1,1,251
8163,variable,,Smart Tablet Plus,1,0,,High-quality smart tablet plus designed for optimal performance and durability.,1,91,20,,1311.36,Health & Beauty,"USB, Premium",https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,HP,1,Capacity,"2L, 500ml",1,1,Size,"XXL, 16"", 24""",1,0,375
8164,simple,SKU65551,Smart Camera Plus,1,0,,High-quality smart camera plus designed for optimal performance and durability.,1,151,7,1000.8,1664.42,Accessories,"Wireless, USB",https://picsum.photos/800/800,Dell,1,Size,"M, XXXL, 12"", L, 24""",1,0,,,,,285
8165,simple,SKU21085,Leather-Clad Leisure Chair,1,1,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,159,11,1010.82,1519.34,Rocking Chair,,https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Casio,1,User Group,"Boys & Girls, Kids",1,0,Size,"S, L, 26"", 16""",1,1,711
8166,simple,SKU41141,Modern Rocking Chair,1,0,,High-quality modern rocking chair designed for optimal performance and durability.,1,91,5,610.53,925.61,Rocking Chair,"Wireless, Stereo",https://images.pexels.com/photos/1123260/pexels-photo-1123260.jpeg,GreenThumb,1,Capacity,"1L, 1.5L",1,1,Material,"Ceramic, Wood, Plastic, Rubber",1,0,914
8167,grouped,SKU24519,Modern Lamp Collection,1,0,,High-quality modern lamp collection designed for optimal performance and durability.,1,146,15,,184.3,Home & Garden,Bluetooth,https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Samsung,1,,,,,,,,,430
8168,simple,SKU95854,Premium Charger System,1,0,,High-quality premium charger system designed for optimal performance and durability.,1,3,19,1262.12,1438.89,Electronics,"Vintage, Professional, Luxury",https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Brothers,1,User Group,"Unisex, Adult, Kids, Men, Women",1,0,Color,"Purple, Pink, Red",1,1,110
8169,variable,SKU78729,Premium Speaker System,1,0,,High-quality premium speaker system designed for optimal performance and durability.,1,160,10,753.22,1203.45,Health & Beauty,"Hi-Fi, Professional, Modern",https://images.unsplash.com/photo-1572635196237-14b3f281503f,Hatil,1,Color,"Brown, Pink, Yellow",1,0,,,,,550
8170,variable,SKU97635,Portable Charger Max,1,0,,High-quality portable charger max designed for optimal performance and durability.,1,94,11,1694.87,1953.74,Accessories,,https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,KeyTech,1,Capacity,"1L, 330 ml",1,0,,,,,868
8171,simple,SKU44830,Wireless Tablet Pro,1,0,,High-quality wireless tablet pro designed for optimal performance and durability.,1,96,15,732.16,1054.99,Sweater > Hoodie,"Eco-Friendly, Professional, 7.1 D",https://images.unsplash.com/photo-1585386959984-a4155224a1ad,Bose,1,Color,"White, Yellow, Red",1,1,,,,,403
8172,simple,SKU95393,Professional Knife Set,1,1,,High-quality professional knife set designed for optimal performance and durability.,1,121,13,,570.98,Kitchen,"Stereo, Modern, Hi-Fi",https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Yamaha,1,Capacity,"330 ml, 500ml, 1L, 2L, 1.5L",1,0,,,,,140
8173,simple,SKU33512,8-Speed Bike,1,1,,High-quality 8-speed bike designed for optimal performance and durability.,1,17,20,1131.25,1645.95,Bicycle,"Stereo, Wireless, 7.1 D",https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Dyson,1,,,,,,,,,425
8174,simple,SKU63025,Digital Tablet HD,1,0,,High-quality digital tablet hd designed for optimal performance and durability.,1,24,16,359.57,432.32,Pet Supplies,Professional,https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,JBL,1,Capacity,"500ml, 1.5L, 2L, 1L",1,1,,,,,646
8175,simple,SKU93229,Premium Blender Collection,1,1,,High-quality premium blender collection designed for optimal performance and durability.,1,141,18,,1827.77,Kitchen,"Wireless, Modern",https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Sony,1,,,,,,,,,816
8176,variable,SKU97183,Portable Camera Max,1,1,,High-quality portable camera max designed for optimal performance and durability.,1,102,6,826.29,1222.59,Books,"Stereo, Wireless, Premium",https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,Apple,1,,,,,,,,,840
8177,variable,SKU73522,Classic Table Design,1,0,,High-quality classic table design designed for optimal performance and durability.,1,82,8,1286.1,1591.29,Home & Garden,,https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,Boutique,1,User Group,"Women, Men, Kids",1,1,,,,,481
8178,variable,SKU77273,Modern Sweater,1,1,,High-quality modern sweater designed for optimal performance and durability.,1,104,20,701.29,1102.05,Clothing,,https://images.unsplash.com/photo-1572635196237-14b3f281503f,Hatil,1,Color,"Brown, Black, Green",1,0,,,,,503
8179,simple,SKU89798,5-Speed Bike,1,1,,High-quality 5-speed bike designed for optimal performance and durability.,1,114,19,1574.49,1785.57,Bicycle,"Vintage, Luxury",https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,SoundSphere,1,Size,"XL, XXXL, 12"", XXL, 24""",1,1,Capacity,"1L, 2L",1,1,689
8180,simple,SKU44735,Premium Tablet System,1,0,,High-quality premium tablet system designed for optimal performance and durability.,1,124,9,813.75,1151.38,Toys & Games,,https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,LG,1,Size,"26"", 16"", L, 24""",1,1,,,,,946
8181,simple,,Leather-Clad Leisure Chair,1,0,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,85,13,,1305.21,Rocking Chair,"Bass, Hi-Fi, Stereo",https://images.unsplash.com/photo-1606107557195-0e29a4b5b4aa,Nikon,1,Size,"28"", 24"", L",1,0,,,,,488
8182,simple,SKU73761,Classic Pot,1,0,,High-quality classic pot designed for optimal performance and durability.,1,125,12,,1512.02,Kitchen,"Modern, Bluetooth, USB",https://images.unsplash.com/photo-1505740420928-5e560c06d30e,HydroFlask,1,Color,"Brown, Black, White, Red",1,0,,,,,358
8183,variable,SKU76147,Vintage Style Chair,1,0,,High-quality vintage style chair designed for optimal performance and durability.,1,148,10,711.92,867.79,Rocking Chair,"Wireless, Modern, Eco-Friendly",https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,Boutique,1,Color,"Brown, Black, Pink",1,1,,,,,591
8184,simple,SKU44758,Portable Tablet Max,1,1,,High-quality portable tablet max designed for optimal performance and durability.,1,71,13,363.03,410.36,Accessories,Professional,https://images.pexels.com/photos/356056/pexels-photo-356056.jpeg,Hatil,1,Material,"Ceramic, Plastic, Silk, Cotton",1,1,,,,,314
8185,simple,SKU84282,Wireless Headphones Pro,1,1,,High-quality wireless headphones pro designed for optimal performance and durability.,1,137,7,1085.13,1795.5,Office Supplies,,https://images.unsplash.com/photo-1585386959984-a4155224a1ad,JBL,1,Color,"Yellow, Gray",1,1,Size,"S, XL, 28"", 24""",1,1,111
8186,simple,SKU82309,Noise Cancelling Headphones,1,1,,High-quality noise cancelling headphones designed for optimal performance and durability.,1,143,9,1351.2,1532.84,Headphone,,https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Adidas,1,Color,"Black, Red, White, Brown, Green",1,0,,,,,308
8187,variable,SKU20855,15-Speed Bike,1,1,,High-quality 15-speed bike designed for optimal performance and durability.,1,170,7,,475.96,Bicycle,Modern,https://images.pexels.com/photos/1350789/pexels-photo-1350789.jpeg,BrightLife,1,Material,"Silk, Ceramic",1,1,,,,,104
8188,variable,SKU77734,Designer Dress,1,0,,High-quality designer dress designed for optimal performance and durability.,1,3,6,,1931.86,Clothing,USB,https://images.pexels.com/photos/19090/pexels-photo.jpg,Philips,1,Material,"Rubber, Metal, Wood, Ceramic, Glass",1,0,Capacity,"2L, 330 ml, 1L",1,0,28
8189,simple,SKU56865,Premium Headphones System,1,0,,High-quality premium headphones system designed for optimal performance and durability.,1,138,7,717.9,924.14,Office Supplies,Luxury,https://images.pexels.com/photos/1152077/pexels-photo-1152077.jpeg,Philips,1,User Group,"Adult, Men, Unisex, Women",1,1,,,,,66
8190,variable,SKU98684,Leather-Clad Leisure Chair,1,1,,High-quality leather-clad leisure chair designed for optimal performance and durability.,1,199,12,,1464.73,Rocking Chair,"Hi-Fi, USB, Bluetooth",https://images.unsplash.com/photo-1585155770447-2f66e2a397b5,Samsung,1,,,,,,,,,538
8191,simple,SKU10034,Smart Headphones Plus,1,0,,High-quality smart headphones plus designed for optimal performance and durability.,1,199,9,1218.04,1921.81,Sweater > Hoodie,"Premium, Professional",https://images.pexels.com/photos/2536965/pexels-photo-2536965.jpeg,SoundSphere,1,,,,,,,,,481
8192,simple,SKU94033,Premium Mixer Collection,1,0,,High-quality premium mixer collection designed for optimal performance and durability.,1,156,16,160.87,198.73,Kitchen,"Stereo, Eco-Friendly",https://picsum.photos/600/600,Hatil,1,Size,"26"", 12"", M, 28""",1,1,User Group,"Women, Men, Adult",1,1,15
8193,simple,SKU89885,Smart Camera Plus,1,0,,High-quality smart camera plus designed for optimal performance and durability.,1,136,16,,1254.21,Sweater > Hoodie,"Premium, USB, 7.1 D",https://images.pexels.com/photos/19090/pexels-photo.jpg,Dell,1,Material,"Silk, Rubber, Cotton, Plastic, Glass",1,0,,,,,60
8194,grouped,SKU29208,Portable Charger Max,1,1,,High-quality portable charger max designed for optimal performance and durability.,1,111,19,1305.53,1865.65,Automotive,,https://images.pexels.com/photos/341523/pexels-photo-341523.jpeg,Spalding,1,Color,"Yellow, Gray",1,0,,,,,283
8195,simple,SKU22613,Premium Camera System,1,1,,High-quality premium camera system designed for optimal performance and durability.,1,32,7,721.37,949.08,Health & Beauty,"Professional, Luxury",https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,HydroFlask,1,User Group,"Men, Unisex",1,0,,,,,42
8196,simple,SKU71002,13-Speed Bike,1,0,,High-quality 13-speed bike designed for optimal performance and durability.,1,152,19,,1644.66,Bicycle,,https://images.pexels.com/photos/2062432/pexels-photo-2062432.jpeg,HP,1,Material,"Metal, Rubber, Ceramic",1,0,Color,"Green, Gray, Yellow, Black",1,1,990
8197,variable,SKU89676,Portable Smartwatch Max,1,0,,High-quality portable smartwatch max designed for optimal performance and durability.,1,171,7,1063.0,1400.9,Electronics,"Professional, Bass",https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,Remax,1,Color,"Red, Black, Green",1,0,,,,,610
8198,variable,SKU34760,Chef's Pot,1,0,,High-quality chef's pot designed for optimal performance and durability.,1,14,11,675.46,765.68,Kitchen,"Bass, Professional",https://images.unsplash.com/photo-1584917865442-de89df76afd3,KitchenAid,1,User Group,"Unisex, Women, Adult, Kids",1,0,,,,,438
8199,simple,SKU20577,Premium Tablet System,1,1,,High-quality premium tablet system designed for optimal performance and durability.,1,164,17,1218.0,1963.85,Office Supplies,,https://images.pexels.com/photos/4482900/pexels-photo-4482900.jpeg,SoundMax,1,Color,"Green, White, Gray",1,1,,,,,852
8200,simple,SKU25982,Smart Smartwatch Plus,1,0,,High-quality smart smartwatch plus designed for optimal performance and durability.,1,81,12,,1415.84,Automotive,,https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Dell,1,Color,"Yellow, Black",1,0,Material,"Metal, Ceramic, Rubber",1,0,275
8201,simple,SKU75656,Digital Headphones HD,1,1,,High-quality digital headphones hd designed for optimal performance and durability.,1,26,10,256.2,392.06,Accessories,Eco-Friendly,https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,Casio,1,User Group,"Kids, Unisex, Men, Boys & Girls, Women",1,0,,,,,18
8202,grouped,SKU84189,Smart Speaker Plus,1,0,,High-quality smart speaker plus designed for optimal performance and durability.,1,91,15,279.96,324.55,Pet Supplies,Eco-Friendly,https://images.pexels.com/photos/2078268/pexels-photo-2078268.jpeg,SoundMax,1,,,,,,,,,877
8203,simple,SKU40568,Modern Rocking Chair,1,0,,High-quality modern rocking chair designed for optimal performance and durability.,1,92,16,,1306.42,Rocking Chair,Stereo,https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,Yamaha,1,,,,,,,,,973
8204,simple,SKU34940,Wireless Headphones,1,1,,High-quality wireless headphones designed for optimal performance and durability.,1,62,5,1073.49,1685.51,Headphone,,https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,Spalding,1,,,,,,,,,982
8205,simple,SKU61845,Smart Charger Plus,1,1,,High-quality smart charger plus designed for optimal performance and durability.,1,146,19,597.39,715.93,Electronics,"Luxury, 7.1 D, Bluetooth",https://images.unsplash.com/photo-1504274066651-8d31a536b11a,Nike,1,Capacity,"1.5L, 1L, 500ml, 330 ml, 2L",1,0,,,,,908
8206,simple,SKU40505,Premium Camera System,1,0,,High-quality premium camera system designed for optimal performance and durability.,1,33,17,963.91,1218.11,Health & Beauty,"Premium, Hi-Fi",https://images.pexels.com/photos/1029757/pexels-photo-1029757.jpeg,Bose,1,Color,"White, Yellow",1,0,Material,"Glass, Leather, Plastic, Ceramic",1,1,508
8207,simple,SKU53562,Hi-Fi Headphones,1,1,,High-quality hi-fi headphones designed for optimal performance and durability.,1,179,13,289.13,334.14,Headphone,"Bass, Modern, Wireless",https://images.pexels.com/photos/2529148/pexels-photo-2529148.jpeg,JBL,1,Size,"S, 16"", L",1,0,User Group,"Adult, Kids, Men, Women",1,0,342
8208,simple,SKU31095,Luxury Chair Set,1,0,,High-quality luxury chair set designed for optimal performance and durability.,1,114,18,1348.39,1761.04,Home & Garden,"Luxury, Eco-Friendly",https://images.unsplash.com/photo-1526170375885-4d8ecf77b99f,BrightLife,1,User Group,"Men, Adult, Boys & Girls",1,0,,,,,746
8209,simple,SKU38279,Smart Speaker Plus,1,0,,High-quality smart speaker plus designed for optimal performance and durability.,1,192,12,506.48,608.14,Books,Luxury,https://images.unsplash.com/photo-1553456558-aff63285bdd1,Samsung,1,Material,"Wood, Leather",1,1,Capacity,"330 ml, 1.5L, 500ml, 1L",1,0,251
8210,variable,SKU61405,Premium Headphones System,1,1,,High-quality premium headphones system designed for optimal performance and durability.,1,29,20,758.79,1096.09,Automotive,,https://via.placeholder.com/600x600/0000FF/FFFFFF?text=Premium+Product,Spalding,1,,,,,,,,,414
8211,variable,SKU95155,Fitness Dumbbell Elite,1,0,,High-quality fitness dumbbell elite designed for optimal performance and durability.,1,29,13,888.76,1131.97,Sports & Fitness,"Professional, 7.1 D",https://images.unsplash.com/photo-1585386959984-a4155224a1ad,Boutique,1,User Group,"Unisex, Adult, Boys & Girls",1,0,,,,,835
8212,simple,SKU46322,Digital Speaker HD,1,1,,High-quality digital speaker hd designed for optimal performance and durability.,1,187,7,,680.6,Electronics,,https://images.pexels.com/photos/3965557/pexels-photo-3965557.jpeg,SoundMax,1,Capacity,"1L, 1.5L",1,1,,,,,335
8213,external,SKU72556,Digital Charger HD,1,0,,High-quality digital charger hd designed for optimal performance and durability.,1,196,15,1265.56,1529.08,Accessories,,https://images.pexels.com/photos/2115217/pexels-photo-2115217.jpeg,Samsung,1,,,,,,,,,209
8214,simple,SKU76656,10-Speed Bike,1,0,,High-quality 10-speed bike designed for optimal performance and durability.,1,100,12,1019.63,1608.88,Bicycle,"Vintage, Professional",https://images.pexels.com/photos/19090/pexels-photo.jpg,KitchenAid,1,Capacity,"330 ml, 1L, 2L, 500ml",1,1,Color,"Gray, Green, Black, White",1,1,306
8215,simple,SKU94944,Digital Smartwatch HD,1,0,,High-quality digital smartwatch hd designed for optimal performance and durability.,1,16,18,386.64,546.43,Books,"Wireless, Bass, USB",https://via.placeholder.com/700x700/008000/FFFFFF?text=New+Arrival,KitchenAid,1,,,,,,,,,837
8216,variable,,Smart Charger Plus,1,0,,High-quality smart charger plus designed for optimal performance and durability.,1,192,7,1292.71,1656.42,Books,,https://picsum.photos/800/800,Apple,1,Capacity,"500ml, 1L",1,0,User Group,"Unisex, Boys & Girls, Men, Kids",1,0,40
8217,simple,SKU17086,Wireless Headphones,1,0,,High-quality wireless headphones designed for optimal performance and durability.,1,182,16,720.12,1126.31,Headphone,"Professional, 7.1 D, Premium",https://images.pexels.com/photos/298863/pexels-photo-298863.jpeg,KitchenAid,1,Capacity,"2L, 1.5L, 1L, 330 ml, 500ml",1,0,,,,,146
8218,simple,SKU95228,Digital Tablet HD,1,1,,High-quality digital tablet hd designed for optimal performance and durability.,1,197,11,1125.2,1390.49,Automotive,Stereo,https://images.pexels.com/photos/19090/pexels-photo.jpg,Bose,1,Capacity,"330 ml, 1.5L, 1L, 2L",1,0,Size,"XXXL, 24""",1,1,189
8219,simple,SKU60931,Wireless Tablet Pro,1,0,,High-quality wireless tablet pro designed for optimal performance and durability.,1,58,9,,475.83,Automotive,"Wireless, Bluetooth, Hi-Fi",https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,BrightLife,1,Size,"26"", XXXL, 12"", L, XL",1,1,Capacity,"1L, 2L",1,0,383
8220,simple,SKU38857,Modern Hoodie,1,1,,High-quality modern hoodie designed for optimal performance and durability.,1,180,16,1261.03,1784.67,Clothing,"Professional, Bass, Hi-Fi",https://images.pexels.com/photos/19090/pexels-photo.jpg,Canon,1,Material,"Leather, Rubber, Metal, Glass",1,0,Size,"XL, L, 28""",1,0,679
8221,external,SKU76621,Athletic Bike,1,0,,High-quality athletic bike designed for optimal performance and durability.,1,64,14,431.94,606.23,Sports & Fitness,,https://images.pexels.com/photos/1649771/pexels-photo-1649771.jpeg,KeyTech,1,Color,"Red, Green",1,0,,,,,73
